id,score
18142,0.0037120755
18143,0.017214175
18144,0.014058807
18145,0.06472202
18146,0.12883525
18147,0.079242855
18148,0.0063547716
18149,0.096548244
18150,0.0033791354
18151,0.042996712
18152,0.22526217
18153,0.11499923
18154,0.123337805
18155,0.039456993
18156,0.055789277
18157,0.018125042
18158,0.22499251
18159,0.014671108
18160,0.0046405513
18161,0.11951289
18162,0.07191968
18163,0.050159574
18164,0.46777642
18165,0.18660504
18166,0.2763769
18167,0.045029648
18168,0.014765663
18169,0.0003797505
18170,0.17552242
18171,0.0970026
18172,0.024776367
18173,0.0039854967
18174,0.13749313
18175,0.01265128
18176,0.16457856
18177,0.00061674474
18178,0.02033717
18179,0.0063805766
18180,0.13883199
18181,0.013683074
18182,0.6914785
18183,0.046280786
18184,0.022969505
18185,0.0029178045
18186,0.025123438
18187,0.011064815
18188,0.034538805
18189,0.0049613416
18190,0.19776249
18191,0.018961087
18192,0.05409
18193,0.22576454
18194,0.013692379
18195,0.006945568
18196,0.063087
18197,0.029805992
18198,0.056323204
18199,0.0045327027
18200,0.106135674
18201,0.07341602
18202,0.003875098
18203,0.16000625
18204,0.095966
18205,0.0031348784
18206,0.021543019
18207,0.057893943
18208,0.33125895
18209,0.0567589
18210,0.023580976
18211,0.034736224
18212,0.015110989
18213,0.014574844
18214,0.13359071
18215,0.122591764
18216,0.06006152
18217,0.095146336
18218,0.02027319
18219,0.17913093
18220,0.048319697
18221,0.032630127
18222,0.031641673
18223,0.015415986
18224,0.016700858
18225,0.112407714
18226,0.118567064
18227,0.025551444
18228,0.023568982
18229,0.083224535
18230,0.00050526485
18231,0.014209081
18232,0.12210199
18233,0.011245582
18234,0.024102783
18235,0.16679806
18236,0.0019904103
18237,0.0034351964
18238,0.11706364
18239,0.015747491
18240,0.15870485
18241,0.011252019
18242,0.13742346
18243,0.0060533644
18244,0.044160444
18245,0.054432794
18246,0.015130311
18247,0.031793337
18248,0.07469506
18249,0.117063455
18250,0.01135009
18251,0.12236248
18252,0.005655651
18253,0.584184
18254,0.009402407
18255,0.004591326
18256,0.012965309
18257,0.03865424
18258,0.0043936106
18259,0.019350003
18260,0.0027937815
18261,0.115435466
18262,0.24858479
18263,0.004624119
18264,0.0057114935
18265,0.0023858298
18266,0.018543838
18267,0.020159684
18268,0.001354791
18269,0.025869211
18270,0.09148604
18271,0.066541016
18272,0.21280526
18273,0.08727904
18274,0.038303286
18275,0.06971073
18276,0.014312
18277,0.013403981
18278,0.013586092
18279,0.047204405
18280,0.011982212
18281,0.019165814
18282,0.046773367
18283,0.048635498
18284,0.0010657369
18285,0.036242314
18286,0.22975412
18287,0.019989587
18288,0.48571798
18289,0.15198119
18290,0.004290075
18291,0.16625412
18292,0.1964953
18293,0.010136547
18294,0.009962631
18295,0.18974462
18296,0.09811219
18297,0.0017095413
18298,0.14030924
18299,0.0065584998
18300,0.0077809463
18301,0.115536444
18302,0.022859996
18303,0.04616301
18304,0.054046955
18305,0.0052718953
18306,0.115292504
18307,0.008246089
18308,0.019254534
18309,0.008137132
18310,0.03195166
18311,0.009065132
18312,0.030018862
18313,0.027612964
18314,0.0038157424
18315,0.027411714
18316,0.12527536
18317,0.024800317
18318,0.10766508
18319,0.04561214
18320,0.0035323629
18321,0.008845142
18322,0.036648963
18323,0.011442604
18324,0.0023844498
18325,0.3148895
18326,0.008292144
18327,0.0016765015
18328,0.091252595
18329,0.068403125
18330,0.043384615
18331,0.10910341
18332,0.0024259766
18333,0.19325908
18334,0.07646026
