id,0,1,2,3,4,5
18142,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18143,0.15259361,0.2510609,0.17482537,0.12102427,0.11787604,0.1826198
18144,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18145,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18146,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18147,0.14064987,0.19700015,0.19745517,0.14440309,0.13715589,0.18333587
18148,0.10471254,0.26208457,0.2050168,0.13299072,0.18382645,0.11136894
18149,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18150,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18151,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18152,0.13910876,0.2645474,0.16180184,0.13147013,0.1364873,0.16658445
18153,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18154,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18155,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18156,0.15259361,0.2510609,0.17482537,0.12102427,0.11787604,0.1826198
18157,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18158,0.15259361,0.2510609,0.17482537,0.12102427,0.11787604,0.1826198
18159,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18160,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18161,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18162,0.13832231,0.26654798,0.15943985,0.13246939,0.13702221,0.16619831
18163,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18164,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18165,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18166,0.15261842,0.25108945,0.17472662,0.12104365,0.11790055,0.18262136
18167,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18168,0.15260854,0.2510802,0.17476386,0.12103423,0.11788952,0.18262365
18169,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18170,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18171,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18172,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18173,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18174,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18175,0.14063665,0.19658397,0.19743045,0.14479472,0.13703169,0.18352257
18176,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18177,0.16771396,0.21028204,0.1600443,0.10758135,0.17608656,0.17829184
18178,0.1311615,0.24639177,0.1613237,0.1528291,0.18244144,0.12585258
18179,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18180,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18181,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18182,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18183,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18184,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18185,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18186,0.10665012,0.3227775,0.11235775,0.1507618,0.19296785,0.114484996
18187,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18188,0.08079805,0.22662653,0.15563838,0.2180433,0.15639442,0.16249932
18189,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18190,0.13283372,0.18074429,0.1515299,0.14879532,0.14362429,0.24247245
18191,0.11427809,0.23559801,0.2400928,0.14002195,0.13285844,0.13715072
18192,0.13283372,0.18074429,0.1515299,0.14879532,0.14362429,0.24247245
18193,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18194,0.10963656,0.21044248,0.127739,0.17548248,0.18564485,0.19105463
18195,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18196,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18197,0.13033275,0.15147494,0.21045388,0.21396604,0.170345,0.12342739
18198,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18199,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18200,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18201,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18202,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18203,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18204,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18205,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18206,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18207,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18208,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18209,0.13283372,0.18074429,0.1515299,0.14879532,0.14362429,0.24247245
18210,0.12091418,0.17759591,0.108143754,0.1810674,0.17871185,0.23356691
18211,0.08945815,0.20766696,0.20959318,0.15817456,0.12587015,0.20923696
18212,0.086966485,0.22365908,0.123245545,0.26527277,0.18032005,0.12053609
18213,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18214,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18215,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18216,0.13832231,0.26654798,0.15943985,0.13246939,0.13702221,0.16619831
18217,0.13283372,0.18074429,0.1515299,0.14879532,0.14362429,0.24247245
18218,0.13438438,0.15703487,0.18561731,0.16021512,0.1468652,0.21588318
18219,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18220,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18221,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18222,0.19193168,0.24154632,0.15800598,0.14678104,0.13995385,0.1217812
18223,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18224,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18225,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18226,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18227,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18228,0.13777253,0.20832731,0.16341357,0.16347161,0.13692369,0.19009127
18229,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18230,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18231,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18232,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18233,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18234,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18235,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18236,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18237,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18238,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18239,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18240,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18241,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18242,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18243,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18244,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18245,0.15260854,0.2510802,0.17476386,0.12103423,0.11788952,0.18262365
18246,0.13786568,0.26574084,0.16042897,0.13287467,0.13650197,0.1665879
18247,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18248,0.140175,0.21854457,0.17254594,0.14168021,0.13539764,0.19165663
18249,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18250,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18251,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18252,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18253,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18254,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18255,0.107088625,0.227283,0.10737279,0.18086079,0.17768608,0.19970877
18256,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18257,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18258,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18259,0.15260854,0.2510802,0.17476386,0.12103423,0.11788952,0.18262365
18260,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18261,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18262,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18263,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18264,0.111905,0.2098483,0.12854199,0.17241628,0.18582118,0.19146727
18265,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18266,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18267,0.18093455,0.21360272,0.14722158,0.14373454,0.15540561,0.15910095
18268,0.11099764,0.21042094,0.12787946,0.17343174,0.1862233,0.19104698
18269,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18270,0.16627395,0.23423322,0.12129306,0.14253399,0.2148402,0.12082565
18271,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18272,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18273,0.102143146,0.19068757,0.16943553,0.21081315,0.18895301,0.1379676
18274,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18275,0.15800674,0.2537913,0.15439491,0.12107177,0.12862325,0.18411201
18276,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18277,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18278,0.13283372,0.18074429,0.1515299,0.14879532,0.14362429,0.24247245
18279,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18280,0.10840138,0.18344833,0.19090948,0.17592642,0.14058344,0.20073096
18281,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18282,0.15259361,0.2510609,0.17482537,0.12102427,0.11787604,0.1826198
18283,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18284,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18285,0.13283372,0.18074429,0.1515299,0.14879532,0.14362429,0.24247245
18286,0.13326336,0.18029733,0.15227117,0.14876884,0.14337963,0.24201964
18287,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18288,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18289,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18290,0.111905,0.2098483,0.12854199,0.17241628,0.18582118,0.19146727
18291,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18292,0.13832231,0.26654798,0.15943985,0.13246939,0.13702221,0.16619831
18293,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18294,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18295,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18296,0.147952,0.19766463,0.19441864,0.14153884,0.13467997,0.18374592
18297,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18298,0.13832231,0.26654798,0.15943985,0.13246939,0.13702221,0.16619831
18299,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18300,0.15259361,0.2510609,0.17482537,0.12102427,0.11787604,0.1826198
18301,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18302,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18303,0.13060538,0.16818367,0.13208456,0.19658352,0.18497169,0.18757123
18304,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18305,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18306,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18307,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18308,0.15347542,0.14736646,0.25097734,0.1371471,0.16371736,0.14731632
18309,0.13334121,0.1973305,0.18023531,0.16465916,0.13985278,0.18458112
18310,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18311,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18312,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
18313,0.15258779,0.25105157,0.17485107,0.12102189,0.11787188,0.18261577
