id,score
18142,0.92
18143,0.52
18144,0.64
18145,0.98
18146,0.84
18147,0.3
18148,0.3
18149,0.22
18150,0.58
18151,0.6
18152,0.68
18153,0.62
18154,0.86
18155,0.38
18156,0.82
18157,0.8
18158,0.94
18159,0.72
18160,0.86
18161,0.86
18162,0.94
18163,0.98
18164,0.98
18165,0.86
18166,0.96
18167,1.0
18168,0.86
18169,0.96
18170,0.74
18171,0.54
18172,0.46
18173,0.34
18174,0.74
18175,0.72
18176,0.72
18177,0.34
18178,0.94
18179,0.86
18180,0.96
18181,0.9
18182,0.34
18183,0.94
18184,0.86
18185,0.96
18186,0.76
18187,0.86
18188,0.46
18189,0.74
18190,0.74
18191,0.86
18192,0.88
18193,0.86
18194,0.86
18195,0.96
18196,0.9
18197,0.36
18198,0.76
18199,0.86
18200,0.9
18201,0.86
18202,0.4
18203,0.34
18204,0.98
18205,0.54
18206,0.92
18207,0.92
18208,0.68
18209,0.86
18210,0.86
18211,0.86
18212,0.4
18213,0.96
18214,0.8
18215,0.74
18216,0.94
18217,0.96
18218,0.86
18219,0.96
18220,0.9
18221,0.9
18222,0.86
18223,0.68
18224,0.4
18225,0.96
18226,0.76
18227,0.7
18228,0.86
18229,0.9
18230,0.86
18231,0.72
18232,0.52
18233,0.28
18234,0.7
18235,0.92
18236,0.68
18237,0.96
18238,0.72
18239,0.92
18240,0.98
18241,0.58
18242,0.96
18243,0.86
18244,0.92
18245,0.86
18246,0.7
18247,0.86
18248,0.94
18249,0.4
18250,0.4
18251,0.8
18252,0.96
18253,0.68
18254,0.86
18255,0.48
18256,0.4
18257,0.96
18258,0.8
18259,0.86
18260,0.98
18261,0.58
18262,0.86
18263,0.86
18264,0.86
18265,0.94
18266,0.6
18267,0.7
18268,0.94
18269,0.8
18270,0.82
18271,0.58
18272,0.98
18273,0.94
18274,0.7
18275,0.82
18276,0.72
18277,0.7
18278,0.9
18279,0.9
18280,0.4
18281,0.8
18282,0.9
18283,0.28
18284,0.86
18285,0.96
18286,0.86
18287,0.9
18288,0.84
18289,0.94
18290,0.86
18291,0.58
18292,0.4
18293,0.28
18294,0.4
18295,0.56
18296,0.68
18297,0.96
18298,0.96
18299,0.96
18300,0.68
18301,0.72
18302,0.8
18303,0.86
18304,0.96
18305,0.68
18306,0.96
18307,0.96
18308,0.72
18309,0.68
18310,0.74
18311,0.86
18312,0.86
18313,0.76
18314,0.94
18315,0.76
18316,0.98
18317,0.72
18318,0.58
18319,0.86
18320,0.86
18321,0.9
18322,0.9
18323,0.9
18324,0.8
18325,0.88
18326,0.4
18327,0.9
18328,0.26
18329,0.76
18330,0.86
18331,0.7
18332,0.4
18333,0.84
18334,0.82
18335,0.68
18336,0.66
18337,0.86
18338,0.96
18339,0.82
18340,0.9
18341,0.66
18342,0.96
18343,0.84
18344,0.84
18345,0.86
18346,0.82
18347,0.82
18348,0.86
18349,0.82
18350,0.6
18351,0.96
18352,0.86
18353,0.98
18354,0.96
18355,0.82
18356,0.4
18357,0.66
18358,0.8
18359,0.38
18360,0.94
18361,0.88
18362,0.86
18363,0.76
18364,0.34
18365,0.98
18366,0.86
18367,0.86
18368,0.86
18369,0.76
18370,0.86
18371,0.88
18372,0.66
18373,0.96
18374,0.96
18375,0.96
18376,0.86
18377,0.88
18378,0.8
18379,0.76
18380,0.86
18381,0.86
18382,0.86
18383,0.7
18384,0.92
18385,0.86
18386,0.8
18387,0.4
18388,0.9
18389,0.28
18390,0.96
18391,0.84
18392,0.72
18393,0.68
18394,0.92
18395,0.8
18396,0.98
18397,0.86
18398,0.72
18399,0.88
18400,0.86
18401,0.82
18402,0.58
18403,0.96
18404,0.88
18405,0.88
18406,0.58
18407,0.98
18408,0.9
18409,0.74
18410,0.4
18411,0.96
18412,0.72
18413,0.84
18414,0.58
18415,0.96
18416,0.92
18417,0.9
18418,0.94
18419,0.76
18420,0.96
18421,0.76
18422,0.92
18423,0.86
18424,0.58
18425,0.86
18426,0.76
18427,0.66
18428,0.96
18429,0.32
18430,0.9
18431,0.86
18432,0.4
18433,0.86
18434,0.3
18435,0.86
18436,0.74
18437,0.96
18438,0.92
18439,0.98
18440,0.98
18441,0.84
18442,0.96
18443,0.58
18444,0.92
18445,0.82
18446,0.9
18447,0.94
18448,0.98
18449,0.66
18450,0.58
18451,0.96
18452,0.8
18453,0.98
18454,0.96
18455,0.32
18456,0.4
