id,score
18142,0.7571428571428571
18143,0.7285714285714285
18144,0.8
18145,0.5857142857142857
18146,0.8142857142857143
18147,0.7142857142857143
18148,0.6142857142857143
18149,0.6
18150,0.8571428571428571
18151,0.6857142857142857
18152,0.6571428571428571
18153,0.6857142857142857
18154,0.5714285714285714
18155,0.8428571428571429
18156,0.45714285714285713
18157,0.7714285714285715
18158,0.7714285714285715
18159,0.42857142857142855
18160,0.6571428571428571
18161,0.6857142857142857
18162,0.6
18163,0.7142857142857143
18164,0.8142857142857143
18165,0.6714285714285714
18166,0.6428571428571429
18167,0.7714285714285715
18168,0.6714285714285714
18169,0.7
18170,0.6857142857142857
18171,0.7714285714285715
18172,0.8428571428571429
18173,0.7142857142857143
18174,0.7714285714285715
18175,0.6285714285714286
18176,0.6142857142857143
18177,0.7571428571428571
18178,0.7285714285714285
18179,0.5571428571428572
18180,0.5857142857142857
18181,0.7714285714285715
18182,0.6285714285714286
18183,0.8285714285714286
18184,0.8285714285714286
18185,0.6857142857142857
18186,0.6428571428571429
18187,0.8
18188,0.7285714285714285
18189,0.7857142857142857
18190,0.7857142857142857
18191,0.5142857142857142
18192,0.7142857142857143
18193,0.5714285714285714
18194,0.7285714285714285
18195,0.6857142857142857
18196,0.5857142857142857
18197,0.6
18198,0.5285714285714286
18199,0.7285714285714285
18200,0.5714285714285714
18201,0.5
18202,0.6714285714285714
18203,0.6142857142857143
18204,0.8285714285714286
18205,0.7428571428571429
18206,0.6857142857142857
18207,0.42857142857142855
18208,0.6428571428571429
18209,0.6285714285714286
18210,0.5428571428571428
18211,0.6714285714285714
18212,0.6285714285714286
18213,0.6714285714285714
18214,0.7285714285714285
18215,0.7
18216,0.8
18217,0.5714285714285714
18218,0.7
18219,0.45714285714285713
18220,0.7142857142857143
18221,0.5714285714285714
18222,0.8285714285714286
18223,0.6
18224,0.6
18225,0.8142857142857143
18226,0.6428571428571429
18227,0.5714285714285714
18228,0.6714285714285714
18229,0.6571428571428571
18230,0.8428571428571429
18231,0.7142857142857143
18232,0.7428571428571429
18233,0.7142857142857143
18234,0.6857142857142857
18235,0.6857142857142857
18236,0.6714285714285714
18237,0.5714285714285714
18238,0.6571428571428571
18239,0.6571428571428571
18240,0.7
18241,0.7142857142857143
18242,0.5714285714285714
18243,0.7714285714285715
18244,0.6428571428571429
18245,0.7857142857142857
18246,0.8857142857142857
18247,0.6714285714285714
18248,0.5142857142857142
18249,0.6571428571428571
18250,0.7285714285714285
18251,0.7142857142857143
18252,0.7285714285714285
18253,0.7142857142857143
18254,0.7142857142857143
18255,0.8428571428571429
18256,0.7428571428571429
18257,0.7285714285714285
18258,0.7285714285714285
18259,0.5571428571428572
18260,0.5
18261,0.5714285714285714
18262,0.8571428571428571
18263,0.7857142857142857
18264,0.4857142857142857
18265,0.7285714285714285
18266,0.7
18267,0.6714285714285714
18268,0.8571428571428571
18269,0.7142857142857143
18270,0.6857142857142857
18271,0.6285714285714286
18272,0.7428571428571429
18273,0.7
18274,0.6285714285714286
18275,0.7857142857142857
18276,0.6857142857142857
18277,0.6857142857142857
18278,0.7428571428571429
18279,0.6571428571428571
18280,0.7857142857142857
18281,0.44285714285714284
18282,0.6714285714285714
18283,0.6857142857142857
18284,0.8428571428571429
18285,0.7714285714285715
18286,0.6714285714285714
18287,0.6857142857142857
18288,0.6285714285714286
18289,0.7285714285714285
18290,0.7428571428571429
18291,0.7428571428571429
18292,0.8571428571428571
18293,0.8714285714285714
18294,0.7285714285714285
18295,0.7428571428571429
18296,0.7714285714285715
18297,0.6142857142857143
18298,0.7428571428571429
18299,0.6142857142857143
18300,0.7142857142857143
18301,0.7
18302,0.8714285714285714
18303,0.7285714285714285
18304,0.7
18305,0.6857142857142857
18306,0.5714285714285714
18307,0.7142857142857143
18308,0.6
18309,0.8714285714285714
18310,0.4714285714285714
18311,0.8714285714285714
18312,0.6142857142857143
18313,0.7
18314,0.6571428571428571
18315,0.5
18316,0.8142857142857143
18317,0.7142857142857143
18318,0.6714285714285714
18319,0.5285714285714286
18320,0.7857142857142857
18321,0.5714285714285714
18322,0.8
18323,0.5857142857142857
18324,0.45714285714285713
18325,0.7142857142857143
18326,0.7
18327,0.6142857142857143
18328,0.8285714285714286
18329,0.8571428571428571
18330,0.7571428571428571
18331,0.6285714285714286
18332,0.7285714285714285
18333,0.8
18334,0.5714285714285714
18335,0.6857142857142857
18336,0.6714285714285714
18337,0.6714285714285714
18338,0.7571428571428571
18339,0.6714285714285714
18340,0.7571428571428571
18341,0.6428571428571429
18342,0.8714285714285714
18343,0.7285714285714285
18344,0.7285714285714285
18345,0.7857142857142857
18346,0.8857142857142857
18347,0.6
18348,0.7142857142857143
18349,0.5285714285714286
18350,0.6285714285714286
18351,0.6428571428571429
18352,0.6714285714285714
18353,0.6285714285714286
18354,0.6
18355,0.5285714285714286
18356,0.7
18357,0.7571428571428571
18358,0.7571428571428571
18359,0.7
18360,0.7
18361,0.6571428571428571
18362,0.5285714285714286
18363,0.6428571428571429
18364,0.7571428571428571
18365,0.6571428571428571
18366,0.6428571428571429
18367,0.5857142857142857
18368,0.8
18369,0.5714285714285714
18370,0.7142857142857143
18371,0.6142857142857143
18372,0.6571428571428571
18373,0.6428571428571429
18374,0.6714285714285714
18375,0.7857142857142857
18376,0.6714285714285714
18377,0.7142857142857143
18378,0.7428571428571429
18379,0.6285714285714286
18380,0.7428571428571429
18381,0.7285714285714285
18382,0.5857142857142857
18383,0.6
18384,0.7571428571428571
18385,0.6857142857142857
18386,0.7571428571428571
18387,0.6142857142857143
18388,0.5
18389,0.7571428571428571
18390,0.6714285714285714
18391,0.7142857142857143
18392,0.6285714285714286
18393,0.6285714285714286
18394,0.6428571428571429
18395,0.6
18396,0.6428571428571429
18397,0.8
18398,0.6428571428571429
18399,0.8571428571428571
18400,0.6
18401,0.6
18402,0.8
18403,0.8
18404,0.6714285714285714
18405,0.6714285714285714
18406,0.44285714285714284
18407,0.8571428571428571
18408,0.6285714285714286
18409,0.7857142857142857
18410,0.7142857142857143
18411,0.6142857142857143
18412,0.6857142857142857
18413,0.7714285714285715
18414,0.7428571428571429
18415,0.7
18416,0.6142857142857143
18417,0.7
18418,0.8285714285714286
18419,0.6714285714285714
18420,0.6285714285714286
18421,0.5857142857142857
18422,0.8
18423,0.8285714285714286
18424,0.7142857142857143
18425,0.7571428571428571
18426,0.7428571428571429
18427,0.7142857142857143
18428,0.7285714285714285
18429,0.6714285714285714
18430,0.7142857142857143
18431,0.7
18432,0.6142857142857143
18433,0.6142857142857143
18434,0.5714285714285714
18435,0.7428571428571429
18436,0.44285714285714284
18437,0.6142857142857143
18438,0.7142857142857143
18439,0.7571428571428571
18440,0.7571428571428571
18441,0.7571428571428571
18442,0.6428571428571429
18443,0.7571428571428571
18444,0.7
18445,0.6428571428571429
18446,0.7
18447,0.8142857142857143
18448,0.6285714285714286
18449,0.5142857142857142
18450,0.5857142857142857
18451,0.5428571428571428
18452,0.6714285714285714
18453,0.6571428571428571
18454,0.5857142857142857
18455,0.6857142857142857
18456,0.6857142857142857
18457,0.7857142857142857
18458,0.8428571428571429
18459,0.6714285714285714
18460,0.7
18461,0.6428571428571429
18462,0.8428571428571429
18463,0.7714285714285715
18464,0.6428571428571429
18465,0.6142857142857143
18466,0.7428571428571429
18467,0.6857142857142857
18468,0.8
18469,0.7571428571428571
18470,0.5142857142857142
18471,0.8
18472,0.6428571428571429
18473,0.8
18474,0.6428571428571429
18475,0.7714285714285715
18476,0.5571428571428572
18477,0.7
18478,0.6142857142857143
18479,0.6285714285714286
18480,0.7285714285714285
18481,0.5714285714285714
18482,0.7428571428571429
18483,0.7142857142857143
18484,0.7571428571428571
18485,0.7
18486,0.5857142857142857
18487,0.7571428571428571
18488,0.6285714285714286
18489,0.7
18490,0.7142857142857143
18491,0.7714285714285715
18492,0.6142857142857143
18493,0.6714285714285714
18494,0.5285714285714286
18495,0.37142857142857144
18496,0.6142857142857143
18497,0.7571428571428571
18498,0.7714285714285715
18499,0.7428571428571429
18500,0.5
18501,0.8714285714285714
18502,0.7428571428571429
18503,0.8571428571428571
18504,0.5857142857142857
18505,0.7142857142857143
18506,0.8142857142857143
18507,0.7142857142857143
18508,0.7142857142857143
18509,0.7714285714285715
18510,0.5285714285714286
18511,0.7285714285714285
18512,0.7714285714285715
18513,0.7
18514,0.7571428571428571
18515,0.5571428571428572
18516,0.6571428571428571
18517,0.6714285714285714
18518,0.8571428571428571
18519,0.5571428571428572
18520,0.7857142857142857
18521,0.8857142857142857
18522,0.6285714285714286
18523,0.7714285714285715
18524,0.6857142857142857
18525,0.6714285714285714
18526,0.7
18527,0.7857142857142857
18528,0.6428571428571429
18529,0.6
18530,0.7285714285714285
18531,0.7857142857142857
18532,0.5571428571428572
18533,0.7857142857142857
18534,0.7142857142857143
18535,0.5571428571428572
18536,0.5428571428571428
18537,0.6142857142857143
18538,0.7
18539,0.8285714285714286
18540,0.6714285714285714
18541,0.6428571428571429
18542,0.6285714285714286
18543,0.6428571428571429
18544,0.6285714285714286
18545,0.7
18546,0.6142857142857143
18547,0.7857142857142857
18548,0.6714285714285714
18549,0.37142857142857144
18550,0.6
18551,0.7714285714285715
18552,0.6
18553,0.7428571428571429
18554,0.6428571428571429
18555,0.7571428571428571
18556,0.7714285714285715
18557,0.5714285714285714
18558,0.5571428571428572
18559,0.6714285714285714
18560,0.7857142857142857
18561,0.5857142857142857
18562,0.7
18563,0.8285714285714286
18564,0.6714285714285714
18565,0.6571428571428571
18566,0.22857142857142856
18567,0.7571428571428571
18568,0.8142857142857143
18569,0.6714285714285714
18570,0.42857142857142855
18571,0.7714285714285715
18572,0.7
18573,0.6
18574,0.5571428571428572
18575,0.8285714285714286
18576,0.6285714285714286
18577,0.7142857142857143
18578,0.8
18579,0.7285714285714285
18580,0.8142857142857143
18581,0.4857142857142857
18582,0.7285714285714285
18583,0.7714285714285715
18584,0.7
18585,0.6571428571428571
18586,0.6714285714285714
18587,0.7571428571428571
18588,0.7571428571428571
18589,0.7857142857142857
18590,0.8142857142857143
18591,0.6285714285714286
18592,0.5714285714285714
18593,0.7142857142857143
18594,0.6285714285714286
18595,0.6571428571428571
18596,0.6571428571428571
18597,0.7428571428571429
18598,0.42857142857142855
18599,0.5714285714285714
18600,0.6142857142857143
18601,0.7285714285714285
18602,0.8571428571428571
18603,0.7285714285714285
18604,0.8
18605,0.6571428571428571
18606,0.6
18607,0.7571428571428571
18608,0.6714285714285714
18609,0.8
18610,0.7
18611,0.7285714285714285
18612,0.8428571428571429
18613,0.6714285714285714
18614,0.7714285714285715
18615,0.6857142857142857
18616,0.6142857142857143
18617,0.7
18618,0.6571428571428571
18619,0.7857142857142857
18620,0.6285714285714286
18621,0.8
18622,0.8
18623,0.7714285714285715
18624,0.7857142857142857
18625,0.5142857142857142
18626,0.6571428571428571
18627,0.6285714285714286
18628,0.8428571428571429
18629,0.5
18630,0.6
18631,0.7
18632,0.6428571428571429
18633,0.6428571428571429
18634,0.6142857142857143
18635,0.7
18636,0.8714285714285714
18637,0.7714285714285715
18638,0.7714285714285715
18639,0.6714285714285714
18640,0.6857142857142857
18641,0.6857142857142857
18642,0.6285714285714286
18643,0.6714285714285714
18644,0.6571428571428571
18645,0.7428571428571429
18646,0.7428571428571429
18647,0.5857142857142857
18648,0.7142857142857143
18649,0.7
18650,0.7285714285714285
18651,0.5714285714285714
18652,0.7714285714285715
18653,0.6142857142857143
18654,0.8
18655,0.4857142857142857
18656,0.5714285714285714
18657,0.9
18658,0.5285714285714286
18659,0.6
18660,0.7428571428571429
18661,0.7571428571428571
18662,0.5857142857142857
18663,0.5428571428571428
18664,0.7285714285714285
18665,0.7428571428571429
18666,0.5714285714285714
18667,0.5857142857142857
18668,0.7857142857142857
18669,0.7285714285714285
18670,0.6857142857142857
18671,0.6857142857142857
18672,0.6857142857142857
18673,0.7142857142857143
18674,0.6428571428571429
18675,0.6857142857142857
18676,0.7
18677,0.7857142857142857
18678,0.7857142857142857
18679,0.5571428571428572
18680,0.5857142857142857
18681,0.7
18682,0.7285714285714285
18683,0.6857142857142857
18684,0.9142857142857143
18685,0.7285714285714285
18686,0.6285714285714286
18687,0.6571428571428571
18688,0.7285714285714285
18689,0.8142857142857143
18690,0.7
18691,0.6142857142857143
18692,0.6428571428571429
18693,0.5285714285714286
18694,0.5285714285714286
18695,0.7142857142857143
18696,0.7285714285714285
18697,0.7285714285714285
18698,0.7142857142857143
18699,0.7285714285714285
18700,0.5428571428571428
18701,0.7428571428571429
18702,0.6285714285714286
18703,0.8
18704,0.5714285714285714
18705,0.8
18706,0.7428571428571429
18707,0.8285714285714286
18708,0.6285714285714286
18709,0.6571428571428571
18710,0.6857142857142857
18711,0.7142857142857143
18712,0.5857142857142857
18713,0.7
18714,0.6714285714285714
18715,0.6428571428571429
18716,0.8714285714285714
18717,0.7
18718,0.8571428571428571
18719,0.44285714285714284
18720,0.5714285714285714
18721,0.6857142857142857
18722,0.7285714285714285
18723,0.6571428571428571
18724,0.6571428571428571
18725,0.7142857142857143
18726,0.6857142857142857
18727,0.7
18728,0.7428571428571429
18729,0.7
18730,0.7
18731,0.6
18732,0.7142857142857143
18733,0.8428571428571429
18734,0.7428571428571429
18735,0.6142857142857143
18736,0.7
18737,0.7
18738,0.7
18739,0.7142857142857143
18740,0.7571428571428571
18741,0.5571428571428572
18742,0.7142857142857143
18743,0.5857142857142857
18744,0.6714285714285714
18745,0.5571428571428572
18746,0.7714285714285715
18747,0.7857142857142857
18748,0.6428571428571429
18749,0.45714285714285713
18750,0.5428571428571428
18751,0.8428571428571429
18752,0.45714285714285713
18753,0.7428571428571429
18754,0.5142857142857142
18755,0.6428571428571429
18756,0.7714285714285715
18757,0.6428571428571429
18758,0.7285714285714285
18759,0.7571428571428571
18760,0.7142857142857143
18761,0.5857142857142857
18762,0.6
18763,0.6857142857142857
18764,0.8285714285714286
18765,0.7428571428571429
18766,0.6571428571428571
18767,0.5571428571428572
18768,0.6857142857142857
18769,0.7857142857142857
18770,0.7285714285714285
18771,0.7285714285714285
18772,0.7142857142857143
18773,0.6571428571428571
18774,0.6
18775,0.6142857142857143
18776,0.7142857142857143
18777,0.7571428571428571
18778,0.8
18779,0.7142857142857143
18780,0.7428571428571429
18781,0.6714285714285714
18782,0.7571428571428571
18783,0.7857142857142857
18784,0.7285714285714285
18785,0.7857142857142857
18786,0.7714285714285715
18787,0.6285714285714286
18788,0.7571428571428571
18789,0.7428571428571429
18790,0.5714285714285714
18791,0.7428571428571429
18792,0.4857142857142857
18793,0.7142857142857143
18794,0.7142857142857143
18795,0.8
18796,0.8142857142857143
18797,0.7428571428571429
18798,0.4714285714285714
18799,0.6285714285714286
18800,0.6285714285714286
18801,0.5428571428571428
18802,0.7714285714285715
18803,0.44285714285714284
18804,0.5571428571428572
18805,0.8285714285714286
18806,0.6142857142857143
18807,0.7571428571428571
18808,0.7
18809,0.7428571428571429
18810,0.4714285714285714
18811,0.7285714285714285
18812,0.6857142857142857
18813,0.7571428571428571
18814,0.8285714285714286
18815,0.5857142857142857
18816,0.6857142857142857
18817,0.7
18818,0.42857142857142855
18819,0.42857142857142855
18820,0.6285714285714286
18821,0.5857142857142857
18822,0.8
18823,0.6857142857142857
18824,0.7285714285714285
18825,0.6714285714285714
18826,0.6142857142857143
18827,0.6571428571428571
18828,0.7428571428571429
18829,0.7571428571428571
18830,0.7285714285714285
